Name Survived
"Aelius Palpellius" Yes
"Cestius Caelian" Yes
"Belisarius Flavius" Yes
"Nasidius Magnentius" Yes
"Quirinius Blossius" Yes
"Eutropius Rufinus" No
"Julius Sornatius" Yes
"Germanicus Marian" Yes
"Pius Nasidius" No
"Aulus Tertius" No
"Latinius Caninius" Yes
"Varro Marian" No
"Perperna Domitian" No
"Burrienus Paelignus" No
"Vibius Icilius" Yes
"Drusus Brennus" No
"Naevius Volumnius" No
"Varian Clodius" Yes
"Ingenuus Draco" Yes
"Laelius Marcius" No
"Pasidienus Laurentius" No
"Gaius Germanicus" No
"Eutropius Mucius" Yes
"Genucius Sittius" No
"Ogulnius Sentius" Yes
"Junius Crispinus" Yes
"Marcus Ollius" Yes
"Lamponius Candidus" No
"Martialis Fabrinius" Yes
"Florian Severus" No
"Sallustius Caelian" No
"Genucius Modius" Yes
"Baebius Licinius" No
"Sidonius Eutropius" Yes
"Albinus Cocceius" No
"Numicius Lacerius" No
"Cornelius Priscus" No
"Januarius Nasidius" Yes
"Iulius Ollius" No
"Decimus Decimus" No
"Sentius Aulus" No
"Ollius Rufrius" No
"Julius Valens" Yes
"Eborius Servilius" Yes
"Papirius Constantinus" No
"Belisarius Decimus" No
"Vespasian Sornatius" Yes
"Drusus Silanus" No
"Gratian Balbus" Yes
"Aulus Aulus" Yes
"Nasidius Laronius" Yes
"Numitorius Blasius" Yes
"Quinctilius Gabinius" Yes
"Gracchus Minicius" Yes
"Juvenalis Mamilius" Yes
"Seccius Laetorius" Yes
"Calventius Servius" Yes
"Diocletian Paconius" No
"Paulinus Aemilius" Yes
"Justus Cornificius" No
"Maximian Tertius" No
"Quintilianus Orchius" No
"Catilius Calventius" No
"Lucanus Agrippa" Yes
"Marcellus Gaius" Yes
"Granius Gallus" Yes
"Sentius Papirius" No
"Ogulnius Numicius" No
"Mamilius Hadrian" No
"Aurelianus Damasus" No
"Cornelius Hadrian" Yes
"Gallus Pontidius" No
"Germanicus Salvidienus" No
"Germanicus Sergian" No
"Hostilius Ovidius" No
"Lucius Gratian" No
"Fabianus Numerius" Yes
"Hostius Cispius" Yes
"Hostius Acilius" Yes
"Pupius Pontidius" No
"Blossius Petreius" Yes
"Paulinus Valens" No
"Urbicus Potitius" No
"Maximus Quintus" No
"Sicinius Decimus" No
"Caelian Cincinnatus" Yes
"Hostius Nazarius" No
"Crispinus Sabucius" Yes
"Albinus Fannius" Yes
"Numonius Pedius" No
"Junius Salvian" Yes
"Junius Festus" Yes
"Terentius Agrippa" Yes
"Domitian Ingenuus" No
"Antonius Sempronius" No
"Urbicus Anatolius" Yes
"Gaius Spurius" Yes
"Plautius Memmius" No
"Numicius Ennius" Yes
"Duronius Valerius" Yes
"Antonius Laronius" Yes
"Munatius Castorius" Yes
"Poppaedius Blaesus" Yes
"Ovidius Caelian" No
"Cicero Musonius" No
"Salvian Cordius" No
"Blossius Manilius" No
"Egnatius Postumius" Yes
"Icilius Coruncanius" Yes
"Furius Pacilius" No
"Ollius Marian" No
"Aquillius Ostorius" Yes
"Camillus Hirrus" No
"Belisarius Pettius" No
"Ennius Fidius" Yes
"Cincinnatus Brennus" No
"Galerius Betilienus" No
"Numonius Manilius" No
"Sulpicius Manilius" No
"Nasidius Calventius" No
"Geminius Lucius" No
"Vespasian Porcius" Yes
"Ovidius Maximus" No
"Martialis Decentius" No
"Balbinus Aulus" Yes
"Palpellius Quirinius" Yes
"Dacian Sempronius" Yes
"Cethegus Ovidius" No
"Gnaeus Agrippa" Yes
"Menenius Decentius" Yes
"Varro Fidius" Yes
"Nazarius Gnaeus" Yes
"Mallius Ogulnius" No
"Varian Sergian" No
"Fulcinia Genucius" Yes
"Avidius Urbanus" Yes
"Hortensius Cinna" Yes
"Quinctilius Varro" Yes
"Sabucius Celsus" No
"Caelius Felix" No
"Hirrus Sextus" No
"Vitus Ennius" Yes
"Orchius Porcius" Yes
"Rufius Pettius" Yes
"Cinna Rufinus" No
"Cassio Segulius" Yes
"Agrippa Caninius" Yes
"Varro Numitorius" Yes
"Balbinus Gratian" Yes
"Persius Sulpicius" No
"Anatolius Paconius" Yes
"Candidus Marius" No
"Matinius Gordian" No
"Paconius Pacilius" Yes
"Agrippa Furius" No
"Hortensius Betilienus" Yes
"Hostilius Cornelius" Yes
"Oppius Ovidius" Yes
"Diocletian Junius" Yes
"Vespasian Quintus" Yes
"Spurius Ovidius" No
"Constantinus Pomponius" No
"Maximus Florianus" Yes
"Calpurnius Licinius" Yes
"Potitius Quirinius" No
"Acilius Segulius" No
"Paconius Albinius" Yes
"Pedius Camillus" No
"Cethegus Nonius" Yes
"Fabius Honorius" No
"Blaesus Balbus" Yes
"Octavenus Blaesus" Yes
"Sicinius Germanicus" No
"Segulius Publicius" Yes
"Florian Julius" No
"Pius Bonifacius" No
"Salvius Latinius" No
"Lollius Lucretius" Yes
"Afranius Flaccus" Yes
"Betilienus Sornatius" Yes
"Quirinius Cicereius" No
"Blossius Caelian" No
"Festus Foslius" No
"Rufius Matinius" No
"Herennius Pompeius" Yes
"Decimus Orbilius" No
"Cyprian Belisarius" No
"Hostius Faustus" Yes
"Severian Numicius" Yes
"Paulinus Rabirius" No
"Cincinnatus Geminius" No
"Cyprian Gaius" Yes
"Iuventius Poppaedius" No
"Castorius Urbicus" Yes
"Caecilius Rabirius" No
"Domitius Sepullius" Yes
"Claudius Florianus" Yes
"Vincentius Cinna" Yes
"Numerius Magnentius" Yes
"Egnatuleius Sergian" Yes
"Fabius Mallius" Yes
"Camillus Sidonius" No
"Pius Silius" No
"Celsus Cloelius" Yes
"Rullianus Publius" No
"Sicinius Licinius" Yes
"Semellius Valentinian" Yes
"Vespasian Potitius" No
"Pedius Burrienus" No
"Aemilius Martialis" Yes
"Segulius Aurelianus" No
"Vitus Naevius" No
"Numerius Vespasian" Yes
"Laetorius Musonius" No
"Laberius Terentius" Yes
"Papirius Ovidius" Yes
"Cicero Numonius" Yes
"Nautius Pilus" No
"Cantilius Percennius" No
"Tarquinius Foslius" No
"Hordeonius Fannius" No
"Maecilius Lartius" Yes
"Pinarus Gaius" Yes
"Draco Vitus" No
"Afranius Pius" Yes
"Gaius Titus" No
"Oppius Betilienus" No
"Salvian Aquillius" Yes
"Tiberius Cominius" Yes
"Fundanus Murena" No
"Orchius Aulus" No
"Caninius Salvian" Yes
"Gabinius Matienus" Yes
"Drusus Cassio" No
"Cocceius Granius" Yes
"Terentius Gnaeus" Yes
"Lacerius Sempronius" Yes
"Cato Hirrus" Yes
"Galerius Diocletian" Yes
"Octavius Furius" No
"Tiberius Publius" No
"Hadrian Ovidius" Yes
"Publius Damasus" Yes
"Decimus Paelignus" Yes
"Cyprian Belisarius" No
"Draco Blaesus" Yes
"Pompeius Sittius" Yes
"Lartius Furius" No
"Catius Marcus" No
"Pedius Percennius" Yes
"Stertinius Placidus" No
"Rutilius Crispinus" No
"Tiberius Afranius" Yes
"Nautius Claudius" Yes
"Licinius Fundanus" Yes
"Ollius Priscus" Yes
"Juvenalis Festus" No
"Scribonius Granius" Yes
"Pius Statilius" Yes
"Fabrinius Sergian" Yes
"Plinius Sepullius" No
"Brennus Marcius" No
"Manius Hostius" Yes
"Celsus Gordian" No
"Vitalis Sulpicius" Yes
"Rufius Aulus" No
"Rufinus Regulus" Yes
"Domitian Sergius" No
"Januarius Primitivus" Yes
"Cispius Salvidienus" Yes
"Gratian Urbicus" No
"Juvenalis Messalla" Yes
"Scribonius Sertorius" No
"Agrippa Marcius" No
"Belisarius Cispius" Yes
"Brennus Silvius" No
"Sulpicius Granius" No
"Verus Salvian" No
"Catius Pinarus" No
"Gabinius Poppaedius" Yes
"Julius Pomponius" No
"Paconius Tarquinius" No
"Naevius Livius" No
"Festus Juvenalis" No
"Flaccus Iunius" No
"Urbanus Numonius" No
"Cispius Silius" Yes
"Quirinius Vitus" Yes
"Ostorius Rebilus" No
"Nero Juvenalis" Yes
"Rufrius Camillus" Yes
"Afranius Menenius" Yes
"Crispus Marcus" No
"Petreius Caecilius" No
"Clodius Caelian" No
"Paternus Gaius" No
"Gallus Cosconius" No
"Atilius Cilnius" Yes
"Numicius Salvidienus" Yes
"Bonifacius Manilius" No
"Geta Herennius" Yes
"Nonius Secundinius" No
"Zeno Verecundus" Yes
"Camillius Pompeius" Yes
"Fulvius Sidonius" Yes
"Considius Aulus" No
"Paulinus Catius" Yes
"Secundinius Agrippa" Yes
"Sempronius Orchius" Yes
"Januarius Sedatius" No
"Maecenas Ofilius" Yes
"Cassianus Servius" No
"Rufius Ogulnius" No
"Cispius Agrippa" No
"Clodius Cicereius" No
"Valentinian Faustus" Yes
"Iuventius Cassius" Yes
"Manilius Calpurnius" Yes
"Galerius Severian" No
"Faustus Candidus" No
"Volumnius Naevius" No
"Duronius Segulius" No
"Albinius Albinius" Yes
"Ovidius Catius" No
"Sittius Caedicius" Yes
"Ingenuus Octavius" No
"Rutilius Nazarius" No
"Vincentius Clodius" Yes
"Volumnius Sabucius" Yes
"Quintilianus Urbicus" No
"Quirinius Cocceius" Yes
"Marius Latinius" Yes
"Sedatius Urbicus" No
"Secundus Sextius" Yes
"Cassianus Mucius" Yes
"Cloelius Rutilius" No
"Coruncanius Pettius" Yes
"Hostius Cinna" Yes
"Laronius Julius" Yes
"Suetonius Paconius" No
"Secundus Aulus" No
"Marius Maximian" Yes
"Ogulnius Orchius" Yes
"Sittius Flavius" No
"Verecundus Marian" No
"Laecanius Clodius" No
"Rufius Suetonius" No
"Pasidienus Pompeius" Yes
"Balbinus Maecilius" Yes
"Persius Sicinius" No
"Pius Gratian" Yes
"Coruncanius Iulius" Yes
"Nigidius Calventius" No
"Iunius Geminius" No
"Faustus Scribonius" No
"Rufinus Diocletian" No
"Cicero Camillius" No
"Eborius Hordeonius" Yes
"Mescinius Paconius" Yes
"Nautius Cornutus" No
"Gaius Ovidius" No
"Junius Hadrian" No
"Cispius Sempronius" Yes
"Egnatuleius Palpellius" Yes
"Marcellus Sertorius" No
"Marius Pius" No
"Spurius Fidenas" No
"Antonius Crispus" No
"Sittius Varian" No
"Rabirius Paelignus" Yes
"Cincinnatus Domitius" No
"Stertinius Valentinian" Yes
"Ollius Cocceius" Yes
"Granius Rutilius" Yes
"Publicius Bruttius" No
"Herennius Betilienus" No
"Vitalis Musonius" No
"Lucius Aulus" Yes
"Catius Eborius" Yes
"Cilnius Nautius" No
"Valentinian Sidonius" No
"Ogulnius Festinius" Yes
"Pettius Cilnius" No
"Cornificius Fabianus" No
"Blasius Numitorius" No
"Modius Cethegus" Yes
"Laetorius Norbanus" No
"Gnaeus Sertorius" No
"Cestius Gnaeus" Yes
"Sergian Orchius" Yes
"Zeno Laberius" No
"Rufrius Licinius" Yes
"Marcius Bonifacius" Yes
"Regulus Opellius" Yes
"Numonius Crispus" Yes
"Ollius Pupius" Yes
"Cominius Fulvius" Yes
"Pilus Sextus" Yes
"Tacitus Maximus" Yes
"Ogulnius Octavenus" Yes
"Rutilius Iuventius" No
"Bonifacius Cincinnatus" Yes
"Anatolius Quirinius" Yes
"Licinius Petreius" No
"Caedicius Cato" Yes
"Potitius Sornatius" No
"Bonifacius Varro" Yes
"Blasius Geta" Yes
"Clodius Genucius" No
"Rabirius Florian" Yes
"Nerva Vincentius" No
"Livius Baebius" Yes
"Nazarius Lollius" No
"Pettius Volumnius" No
"Aelius Segulius" No
"Numonius Plinius" No
"Caelian Maecilius" No
"Fundanus Galerius" No
"Potitius Cornutus" No
"Genucius Verecundus" Yes
"Julius Aemilius" Yes
"Nero Primitivus" No
"Galerius Titus" No
"Messalla Cinna" No
"Sextius Cispius" No
"Opellius Probus" No
"Fidius Numonius" No
"Rufrius Valens" No
"Egnatius Cincinnatus" No
"Tacitus Crispus" Yes
"Cominius Sergius" Yes
"Ingenuus Numitorius" Yes
"Brennus Modius" No
"Pontidius Betilienus" No
"Marian Stertinius" Yes
"Latinius Spurius" Yes
"Maecilius Nasidienus" No
"Manilius Egnatuleius" No
"Caelian Vitalis" No
"Percennius Calventius" Yes
"Marius Diocletian" No
"Junius Calpurnius" Yes
"Secundus Verecundus" No
"Geminius Icilius" Yes
"Laurentius Probus" No
"Ofilius Iuventius" No
"Lucius Ovidius" Yes
"Mamilius Maecenas" No
"Antonius Matienus" Yes
"Betilienus Gracchus" No
"Vincentius Silanus" Yes
"Furius Quirinius" Yes
"Segulius Duronius" Yes
"Sedatius Aemilius" No
"Verecundus Diocletian" Yes
"Laurentius Caelian" No
"Spurius Justus" No
"Pettius Porcius" Yes
"Sextius Betilienus" No
"Lacerius Flaccus" No
"Marcellus Rutilius" Yes
"Aulus Atilius" No
"Placidus Gordian" Yes
"Hirrus Hortensius" Yes
"Pinarus Nonius" Yes
"Novellius Spurius" No
"Vitus Vibius" Yes
"Juvenalis Ninnius" No
"Placidus Tacitus" No
"Oppius Amulius" Yes
"Ninnius Felix" No
"Marius Minicius" No
"Latinius Dacian" No
"Lollius Sempronius" Yes
"Castorius Junius" Yes
"Laecanius Secundus" No
"Furius Baebius" Yes
"Perperna Plinius" No
"Genucius Orbilius" No
"Fundanus Cicereius" No
"Urbanus Ogulnius" Yes
"Dacian Fannius" No
"Blasius Cato" Yes
"Nonius Felix" No
"Crispus Brennus" Yes
"Albinius Tarquinius" No
"Camillus Blossius" Yes
"Vespasian Publius" No
"Murena Norbanus" No
"Balbinus Manius" Yes
"Pupius Munatius" Yes
"Lamponius Calpurnius" Yes
"Porcius Cordius" No
"Florian Sittius" No
"Bonifacius Laecanius" Yes
"Crispinus Marcus" Yes
"Lamponius Vitus" Yes
"Novellius Fannius" Yes
"Martialis Hostilius" No
"Blasius Messalla" No
"Octavenus Orestius" No
"Sidonius Pacilius" No
"Januarius Minicius" Yes
"Nautius Maxentius" No
"Fulcinia Anatolius" No
"Licinius Scribonius" Yes
"Cassianus Anatolius" Yes
"Pasidienus Ogulnius" No
"Servius Calpurnius" Yes
"Lucius Diocletian" Yes
"Silvius Festinius" Yes
"Caelian Maximian" No
"Ollius Varro" Yes
"Domitian Seneca" No
"Draco Fabrinius" No
"Sabucius Saturninus" Yes
"Cassio Faustus" Yes
"Sempronius Ennius" No
"Sittius Porcius" No
"Hordeonius Sestius" No
"Maximian Potitius" No
"Fabrinius Fidenas" No
"Rullianus Blossius" Yes
"Galerius Zeno" No
"Nasidius Pompeius" Yes
"Iuventius Nonius" No
"Seccius Flavius" Yes
"Cispius Postumius" No
"Pius Petreius" Yes
"Curtius Aemilius" Yes
"Titus Draco" Yes
"Pasidienus Albinius" Yes
"Nigidius Sergius" Yes
"Ovidius Postumius" No
"Didius Nero" No
"Sergius Caninius" Yes
"Paconius Caesennius" No
"Priscus Suetonius" No
"Cassio Nasidius" Yes
"Iuventius Hostius" Yes
"Sicinius Licinius" No
"Florian Valerius" No
"Sempronius Justus" Yes
"Novellius Plautius" Yes
"Varian Cassius" No
"Licinius Cestius" Yes
"Urbicus Caecilius" No
"Ingenuus Lucius" Yes
"Quintilianus Gallus" Yes
"Magnentius Servius" No
"Suetonius Curtius" Yes
"Cincinnatus Octavius" Yes
"Avidius Egnatuleius" Yes
"Belisarius Celsus" No
"Pinarus Blaesus" No
"Constantinus Hirrus" No
"Cicereius Marian" Yes
"Cilnius Caninius" No
"Nigidius Avidius" No
"Caesennius Cethegus" No
"Lucretius Salvius" Yes
"Rufinus Coruncanius" Yes
"Laurentius Percennius" Yes
"Opellius Manilius" No
"Modius Blaesus" Yes
"Orestius Caelius" No
"Marcus Cyprian" Yes
"Lucanus Modius" No
"Sittius Poppaedius" No
"Salvius Burrienus" Yes
"Acilius Nerva" No
"Genucius Blasius" No
"Varian Valentinian" No
"Quirinius Clodius" No
"Antonius Pasidienus" No
"Modius Laberius" Yes
"Tarquinius Genucius" No
"Fidenas Lartius" No
"Numicius Sestius" No
"Diocletian Cantilius" Yes
"Maecilius Oppius" Yes
"Curtius Sergius" No
"Pius Secundinius" No
"Florianus Octavenus" No
"Rullianus Decimus" Yes
"Lamponius Pacilius" Yes
"Furius Ogulnius" No
"Statilius Maecilius" Yes
"Aquillius Pompeius" No
"Quinctilius Calpurnius" No
"Cispius Vespasian" Yes
"Cloelius Felix" No
"Norbanus Segulius" Yes
"Vincentius Rufius" Yes
"Suetonius Plautius" No
"Lartius Maecenas" No
"Icilius Albinius" No
"Lamponius Cato" Yes
"Dacian Sornatius" No
"Cicero Stertinius" Yes
"Ofilius Modius" Yes
"Paelignus Volumnius" No
"Laelius Vitus" No
"Rebilus Albinus" Yes
"Pettius Salvidienus" Yes
"Decimus Sidonius" No
"Oppius Fidenas" Yes
"Papinius Cassius" Yes
"Bruttius Balbus" No
"Iuventius Cyprian" No
"Petreius Pedius" No
"Burrienus Fannius" Yes
"Mallius Ennius" Yes
"Belisarius Hordeonius" Yes
"Cicereius Acilius" No
"Papirius Plautius" Yes
"Sittius Memmius" No
"Vespasian Cantilius" Yes
"Appius Caninius" Yes
"Caelian Valerius" No
"Silanus Lamponius" Yes
"Duronius Laberius" No
"Numitorius Plinius" Yes
"Ollius Cilnius" Yes
"Duronius Salvian" Yes
"Sidonius Quirinius" Yes
"Segulius Pacilius" No
"Constantinus Statilius" No
"Novellius Sergian" No
"Coruncanius Cocceius" No
"Sittius Perperna" Yes
"Munatius Messalla" Yes
"Decimus Silvius" Yes
"Modius Aelius" No
"Decentius Festinius" No
"Percennius Zeno" No
"Cilnius Cordius" Yes
"Foslius Aemilius" Yes
"Valentinian Persius" Yes
"Octavius Minicius" Yes
"Severian Sergius" Yes
"Titus Saturninus" Yes
"Munatius Pedius" Yes
"Gaius Claudius" No
"Sepullius Eutropius" No
"Octavenus Plautius" No
"Festinius Matienus" Yes
"Poppaedius Geminius" Yes
"Magnentius Marcus" Yes
"Nasennius Paternus" No
"Valerius Sempronius" Yes
"Egnatuleius Maximian" No
"Rabirius Servilius" Yes
"Antonius Cornutus" No
"Decentius Cyprian" Yes
"Marcius Foslius" No
"Regulus Sittius" No
"Hortensius Eborius" Yes
"Sittius Blasius" No
"Pompeius Maxentius" No
"Cispius Sergian" Yes
"Vitus Cispius" Yes
"Postumius Cornutus" Yes
"Betilienus Munatius" Yes
"Gaius Suetonius" Yes
"Papinius Hortensius" No
"Diocletian Semellius" Yes
"Novellius Spurius" Yes
"Didius Plinius" Yes
"Zeno Burrienus" No
"Cloelius Laberius" Yes
"Hordeonius Silius" No
"Vitalis Sergian" No
"Appius Gaius" Yes
"Vitus Pupius" No
"Opimius Caelius" Yes
"Novellius Ofilius" Yes
"Caesennius Petilius" No
"Magnentius Severian" Yes
"Postumius Nautius" Yes
"Terentius Considius" No
"Aquillius Sedatius" No
"Orchius Urbicus" Yes
"Cornutus Sempronius" Yes
"Gaius Camillius" Yes
"Matinius Laurentius" Yes
"Quinctilius Ninnius" Yes
"Gordian Statilius" Yes
"Granius Licinius" Yes
"Poppaedius Rufrius" Yes
"Sallustius Seneca" No
"Hortensius Sempronius" Yes
"Cocceius Celsus" Yes
"Anatolius Licinius" Yes
"Constantinus Laecanius" Yes
"Pasidienus Hirrus" No
"Mucius Sidonius" No
"Donatus Sempronius" No
"Poppaedius Oppius" No
"Pupius Tertius" Yes
"Brennus Julius" No
"Statilius Valentinian" No
"Vitus Sempronius" Yes
"Martialis Ennius" Yes
"Maecenas Sidonius" No
"Rufius Baebius" No
"Considius Livius" Yes
"Galerius Pasidienus" Yes
"Segulius Hostius" No
"Marcus Gallus" Yes
"Sertorius Domitian" Yes
"Ninnius Pasidienus" No
"Hadrian Vitalis" Yes
"Vincentius Octavius" Yes
"Foslius Tarquinius" No
"Cincinnatus Mescinius" No
"Foslius Nazarius" Yes
"Laecanius Nonius" Yes
"Marian Numerius" No
"Mamilius Marcus" No
"Celsus Valerius" Yes
"Paelignus Diocletian" Yes
"Ingenuus Aulus" No
"Caelius Secundus" No
"Sergian Brennus" Yes
"Rufinus Silanus" Yes
"Manilius Junius" No
"Hadrian Blaesus" No
"Ogulnius Primitivus" Yes
"Vespasian Modius" No
"Cantilius Verecundus" Yes
"Crispus Sentius" No
"Varro Probus" Yes
"Aulus Belisarius" Yes
"Pilus Rufrius" Yes
"Didius Appius" Yes
"Brennus Martialis" Yes
"Plinius Servius" Yes
"Ovidius Hilarianus" No
"Brennus Nazarius" Yes
"Opimius Pompeius" No
"Salvian Vibius" No
"Scribonius Cornificius" No
"Vincentius Verus" Yes
"Marcius Longinius" No
"Sallustius Tiberius" No
"Paelignus Herennius" Yes
"Pupius Servius" No
"Ogulnius Titus" Yes
"Lucius Appius" No
"Bonifacius Lentulus" No
"Laelius Ogulnius" Yes
"Matinius Pacilius" No
"Matienus Gaius" No
"Laurentius Pius" Yes
"Pasidienus Betilienus" No
"Terentius Secundus" Yes
"Cilnius Damasus" No
"Laberius Pilus" Yes
"Varian Opimius" Yes
"Festinius Cinna" Yes
"Priscus Musonius" No
"Rufrius Zeno" No
"Hirrus Ofilius" No
"Eborius Anatolius" No
"Hilarianus Urbicus" No
"Pomponius Sulpicius" No
"Calventius Salinator" No
"Festus Damasus" No
"Festus Amulius" Yes
"Camillius Laurentius" No
"Amulius Sestius" No
"Pacilius Antonius" No
"Sidonius Severian" No
"Varro Pius" No
"Hordeonius Balbinus" No
"Festus Pilus" Yes
"Brennus Fabius" No
"Fabius Laurentius" No
"Nasidius Caecilius" Yes
"Norbanus Maximian" No
"Salvidienus Seccius" No
"Agrippa Crispinus" No
"Norbanus Plinius" Yes
"Servius Numerius" No
"Burrienus Opellius" No
"Belisarius Bonifacius" No
"Opellius Livius" No
"Norbanus Pacilius" Yes
"Sepullius Persius" Yes
"Primitivus Poppaedius" No
"Numitorius Sextus" Yes
"Licinius Eutropius" Yes
"Blaesus Festinius" No
"Hilarianus Ovidius" No
"Decimus Domitian" No
"Ofilius Sempronius" No
"Segulius Rutilius" Yes
"Fulvius Salvius" Yes
"Lacerius Fidenas" Yes
"Vitalis Menenius" Yes
"Cincinnatus Hadrian" Yes
"Aelius Mescinius" Yes
"Memmius Cassianus" No
"Fabrinius Nonius" Yes
"Drusus Aemilius" Yes
"Numitorius Palpellius" Yes
"Sempronius Aulus" No
"Florianus Tarquinius" No
"Baebius Silvius" No
"Decimus Vitus" No
"Caelius Menenius" Yes
"Balbus Sulpicius" Yes
"Hostilius Felix" Yes
"Sergian Silvius" Yes
"Percennius Sallustius" No
"Novellius Camillus" Yes
"Constantinus Cocceius" No
"Tiberius Florian" No
"Octavenus Castorius" Yes
"Caedicius Caelius" Yes
"Junius Sallustius" No
"Livius Pupius" No
"Brennus Percennius" No
"Crispinus Crispus" No
"Juvenalis Agrippa" No
"Festinius Bruttius" No
"Novellius Crispus" Yes
"Paulinus Pasidienus" No
"Iuventius Octavenus" Yes
"Ostorius Marcius" No
"Nasidius Lartius" No
"Anatolius Manius" No
"Lamponius Ovidius" Yes
"Cornutus Numerius" Yes
"Publicius Sepullius" No
"Laelius Oppius" No
"Avidius Nonius" Yes
"Sabucius Messalla" Yes
"Domitian Manius" Yes
"Caesennius Nautius" Yes
"Memmius Crispinus" Yes
"Numerius Vitus" Yes
"Latinius Cethegus" No
"Silius Hirrus" Yes
"Regulus Iulius" Yes
"Acilius Lucius" No
"Marcellus Sergius" No
"Foslius Salvius" No
"Burrienus Junius" Yes
"Laronius Camillius" No
"Aulus Marcius" No
"Sedatius Curtius" Yes
"Gnaeus Decentius" Yes
"Aquillius Hadrian" Yes
"Petilius Pius" No
"Tiberius Titus" Yes
"Lacerius Hordeonius" Yes
"Valentinian Urbanus" No
"Pettius Cispius" No
"Camillius Considius" No
"Duronius Ravillius" No
"Ostorius Sentius" No
"Mescinius Vincentius" No
"Titus Pedius" Yes
"Severian Julius" Yes
"Fabrinius Celsus" No
"Hostilius Tarquinius" No
"Plautius Rufinus" Yes
"Salvius Numerius" Yes
"Flavius Claudius" Yes
"Nasidienus Claudius" No
"Fabrinius Licinius" Yes
"Camillius Cassianus" Yes
"Spurius Laecanius" Yes
"Iuventius Postumius" Yes
"Priscus Geminius" Yes
"Volumnius Felix" Yes
"Decimus Volumnius" Yes
"Postumius Rullianus" Yes
"Laronius Pedius" Yes
"Latinius Sempronius" No
"Pilus Plinius" Yes
"Quintilianus Domitian" No
"Iulius Aurelianus" Yes
"Blasius Laecanius" Yes
"Pinarus Pius" Yes
"Domitius Curtius" No
"Laecanius Valerius" No
"Gratian Lamponius" No
"Flavius Martialis" No
"Aquillius Blossius" Yes
"Urbanus Catilius" Yes
"Domitius Catilius" No
"Castorius Spurius" Yes
"Manius Pettius" Yes
"Stertinius Caecilius" No
"Stertinius Manilius" Yes
"Draco Germanicus" Yes
"Catius Bonifacius" Yes
"Festus Ogulnius" No
"Cinna Salinator" No
"Tiberius Livius" Yes
"Marian Opellius" No
"Quintus Severian" Yes
"Ovidius Quintus" No
"Musonius Salvidienus" No
"Mescinius Scribonius" Yes
"Aquillius Aquillius" Yes
"Porcius Palpellius" Yes
"Minicius Persius" No
"Balbus Caedicius" Yes
"Cilnius Decentius" Yes
"Quinctilius Gordian" Yes
"Drusus Rutilius" Yes
"Varro Agrippa" Yes
"Porcius Lucius" Yes
"Camillus Icilius" Yes
"Salvidienus Tertius" Yes
"Ostorius Laecanius" No
"Castorius Camillus" Yes
"Cincinnatus Gallus" No
"Pilus Hostilius" No
"Acilius Publicius" No
"Octavius Cominius" No
"Camillus Cyprian" Yes
"Aurelianus Tertius" No
"Vitus Quintus" Yes
"Gaius Numitorius" No
"Bruttius Paelignus" Yes
"Drusus Horatius" No
"Verecundus Lartius" No
"Paelignus Verus" No
"Munatius Cominius" Yes
"Nerva Ollius" No
"Lucius Suetonius" Yes
"Cilnius Herennius" Yes
"Pacilius Severus" No
"Lamponius Quintus" No
"Dacian Oppius" No
"Cominius Curtius" No
"Gallus Hilarianus" No
"Paelignus Festinius" No
